,Unnamed: 0,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,Event Souce ID
2273,2400,UEI-IMD-FL-1996-0083,2/10/1996,2/10/1996,0,heavy rains,,Pune,Maharastra,,,,,4,2,,,4 persons died and 2 other injured,i)Low lying areas inundated ii)Many trees uprooted iii)Railway and road traffic affected iv)Many mud houses collapsed,IMD,
2274,2401,UEI-IMD-FL-1996-0084,5/10/1996,5/10/1996,0,heavy rains,,Sangli,Maharastra,,,,,4,,,,4 persons died,,IMD,
2275,2402,UEI-IMD-FL-1996-0085,22-10-1996,22-10-1996,0,heavy rains,,Ahmednagar,Maharastra,,,,,1,,,,1 person drowned,Property worth of lakhs of rupees damaged,IMD,
2276,2403,UEI-IMD-FL-1996-0086,15-10-1996,21-10-1996,6,heavy rains,,Pune and Satara,Maharastra,,,,,,,,,,"i)In Junnar taluka, rice crop and vegetable crops damaged. Loss estimated to worth Rs. 3.25 crores ii)Crop in 1.36 lakh hectares of land area damaged iii)40 villages in Patan taluka of Stara district affected iv)Large number of houses dmaged. Loss estimated to eorth Rs. 3.5 lakhs v)52 irrigation pump sets washed away vi)Agriculture crops worth Rs. 2.67 lakh damaged vii)Road connecting Chafal-Jadhavwadi completely washed away disrupting road transport",IMD,
2277,2404,UEI-IMD-FL-1996-0087,29-07-1996,29-07-1996,0,flash flood,,"East Garo Hills, South Garo Hills and West Garo Hills",Meghalaya,,,,,7,,,,7 persons died,Crop worth Rs. 7 lakhs damaged,IMD,
2278,2405,UEI-IMD-FL-1996-0088,8/10/1996,8/10/1996,0,heavy rains,,Chhimtuipui,Mizoram,,,,,,,,,,Road communication disrupted,IMD,
2279,2406,UEI-IMD-FL-1996-0089,23-07-1996,23-07-1996,0,heavy rains,,Koraput,Odisha,,,,,,,,,,"In Kundra, Jaypore, Kotpad, Laximum areas i)200 thatched houses damaged ii)Kharif crop in over 1000 hectares submerged/washed away",IMD,
2280,2407,UEI-IMD-FL-1996-0090,19-06-1996,19-06-1996,0,heavy rains,,Ferozepur,Punjab,,,,,2,,,,1 woman and her son died under a house collapsed at Panjkori village near Abohar,,IMD,
2281,2408,UEI-IMD-FL-1996-0091,26-06-1996,26-06-1996,0,heavy rains,,Moga,Punjab,,,,,,,,,,i)Low lying areas in the town inundated affecting shops and houses ii)Oilseed stock worth several lakhs rupees washed away,IMD,
2282,2409,UEI-IMD-FL-1996-0092,3/8/1996,3/8/1996,0,heavy rains,,Entire State,Punjab,,,,,,,,,,i)Low lying areas flooded ii)Flood water entered into shopping complex causing great damage,IMD,
2283,2410,UEI-IMD-FL-1996-0093,18-08-1996,18-08-1996,0,heavy rains,,Entire State,Punjab,,,,,,,,,,i)Normal life paralysed in Amritsar and surrounding areas ii)Damage to property reported,IMD,
2284,2411,UEI-IMD-FL-1996-0094,9/9/1996,9/9/1996,0,heavy rains,,Patiala,Punjab,,,,,1,,,,1 person died,,IMD,
2285,2412,UEI-IMD-FL-1996-0095,20-06-1996,26-06-1996,6,severe flood,,"Alwar, Bharatpur, Bikaner, Churu, Dausa, hanumangarh, Jaipur, Jaisalmer, jhunjhunu, Jodhpur, Nagaur, Sikar and Udaipur",Rajasthan,,,,,58,,,,58 persond died,"i)Worst affects districts Bharatpur, Jodhpur and Nagaur ii)Bharatpur railway station, Cimmco's wagon factory and most parts of the industrial area flooded with water making the Bharatpur city inaccessible by rail or road iii)Several houses damaged iv)Several villages and towns marooned",IMD,
2286,2413,UEI-IMD-FL-1996-0096,26-07-1996,26-07-1996,0,heavy rains,,Jhalawar,Rajasthan,,,,,2,,,,2 persons died,One truck washed away,IMD,
2287,2414,UEI-IMD-FL-1996-0097,6/8/1996,6/8/1996,0,heavy rains,,Bharatpur and Jodhpur,Rajasthan,,,,,2,,,,2 persons died,Number of houses collapsed,IMD,
2288,2415,UEI-IMD-FL-1996-0098,23-08-1996,25-08-1996,2,heavy rains,,"Alwar, Bharatpur, Dholpur, Jaipur, Kota and Tonk",Rajasthan,,,,,,,,,,i)Several villages flooded ii)Many houses damaged,IMD,
2289,2416,UEI-IMD-FL-1996-0099,5/9/1996,5/9/1996,0,heavy rains,,Ajmer,Rajasthan,,,,,1,,,,1 person died,Low lying areas flooded,IMD,
2290,2417,UEI-IMD-FL-1996-0100,8/9/1996,9/9/1996,1,heavy rains,,"Ajmer, Alwar and Bharatpur",Rajasthan,,,,,13,,,,13 persons died of which 6 in Alwar district alone,,IMD,
2291,2418,UEI-IMD-FL-1996-0101,5/10/1996,5/10/1996,0,heavy rains,,Gangatok,Sikkim,,,,,7,,,,7 persons died due to house collapsed,,IMD,
2292,2419,UEI-IMD-FL-1996-0102,14-06-1996,15-06-1996,1,heavy rains,,"Chennai, Caddalore, Coimbatore and Tanjavur",Tamil Nadu,,,,,14,,,,14 perosns died,"i)Chennai recorded 35 cm of rainfall in a single day which is a record of last 100 years ii)More than 2,000 people in Chennai rescued and shifted to safer place iii)Train services on Chennai-Bengaluru and Chennai-Vijayawada sector disrupted",IMD,
2293,2420,UEI-IMD-FL-1996-0103,17-10-1996,19-10-1996,2,severe flood,,"Chengalpattu, MGR, Chennai, Dharmapuri, Dindigul, Kanniyakumari, Madurai, Nagapattinam, Salem, Tirunelveli, Tiruchirapali and Tiruvannamalai",Tamil Nadu,,,,,21,,,78,i)21 persons died ii)78 cattleheads perished,"i)Flood water entered in 75,000 huts in Chennai ii)469 huts fully and 1093 huts partially damaged iii)101 irrigation channels breached iv)Agriculture crop extensively damaged v)Roads in Chennai damaged at many places",IMD,
2294,2421,UEI-IMD-FL-1996-0104,17-11-1996,28-11-1996,11,heavy rains,,"Chennai, Nagapattinam and Tanjavur",Tamil Nadu,,,,,5,,,,5 persons died due to house collapse in Chennai,i)Crop in 1 lakh acres of land affected ii)Many huts damaged iii)Several roads damaged disrupted vehicular traffic,IMD,
2295,2422,UEI-IMD-FL-1996-0105,12/12/1996,18-12-1996,6,heavy rains,,Entire State,Tamil Nadu,,,,,135,,,"2,738","i)135 persons died ii)2,738 cattleheads perished","i)3.05 lakh houses fully and 3.55 lakh houses partially damaged ii)Paddy crop in 1,89,791 hectares completely and 85,122 hectares partially submerged iii)Embankment of 1,333 lakes completely and 981 partially breached iv)8,576 km road damaged v)976 culverts and 62 big bridges damaged vi)Train services between Chennai and Trichy affected due to inundation vii)Total loss estimated Rs. 1,090 crore",IMD,
2296,2423,UEI-IMD-FL-1996-0106,2/7/1996,2/7/1996,0,heavy rains,,West Tripura,Tripura,,,,,8,40,,,8 person died and 40 other injured when a Government store house collapse,i)Property worth more than one crore damged ii)Large number of houses and shops damaged,IMD,
2297,2424,UEI-IMD-FL-1996-0107,18-07-1996,18-07-1996,0,heavy rains,,Pithoragarh,Uttar Pradesh,,,,,25,9,,,25 persons died and 9 other injured in several incidences of house collapse,Several houses collapsed,IMD,
2298,2425,UEI-IMD-FL-1996-0108,23-07-1996,23-07-1996,0,flash flood,,Bahraich,Uttar Pradesh,,,,,,,,,,i)Hundreds of villages flooded ii)Crop worth crores of rupees damaged,IMD,
2299,2426,UEI-IMD-FL-1996-0109,24-07-1996,24-07-1996,0,heavy rains,,Bara Banki,Uttar Pradesh,,,,,5,,,,5 persons died,Many houses damaged and collapsed,IMD,
2300,2427,UEI-IMD-FL-1996-0110,13-08-1996,19-08-1996,6,heavy rains,,"Allahaba, Bareilly and Etawah",Uttar Pradesh,,,,,10,3,,50,i)10 person died and 3 other injured ii)50 cattleheads perished,i)Normal life completely paralysed ii)25 houses collapsed in Etawah,IMD,
2301,2428,UEI-IMD-FL-1996-0111,21-08-1996,21-08-1996,0,severe flood,,"Bahraich, Bara Banki, Faizabad, Gonda and Gorakhpur",Uttar Pradesh,,,,,18,,,,i)18 persons died ii)Hundreds of cattleheads perished,Several houses collapsed,IMD,
2302,2429,UEI-IMD-FL-1996-0112,22-08-1996,23-08-1996,1,severe flood,,"Allahabad, Ballia, Banda, Etawah, Ghazipur, Garhwal, Gorakhpur, Hamirpur and Varanasi",Uttar Pradesh,,,,,,12,,,12 persons drowned in which 2 from Dumbri village in Varanasi district,i)29 districts affected ii)Vast area inundated by overflowing rivers iii)Army deployed for rescue oeprations in Hamirpur iv)Badrinath pilgrimaged stranded,IMD,
2303,2430,UEI-IMD-FL-1996-0113,13-09-1996,13-09-1996,0,heavy rains,,Hardoi,Uttar Pradesh,,,,,1,,,3,i)1 person died ii)3 cattleheads persihed in wall collapse,,IMD,
2304,2431,UEI-IMD-FL-1996-0114,19-06-1996,20-06-1996,1,heavy rains,,Kolkata,West Bengal,,,,,,5,,,5 pers injured,i)Normal life paralysed ii)Low lying areas flooded iii)One house on Ashutosh Mukherjee road collapsed iv)Vehicular traffic completely disrupted,IMD,
2305,2432,UEI-IMD-FL-1996-0115,23-06-1996,23-06-1996,0,heavy rains,,Bardhaman,West Bengal,,,,,1,2,,,1 woman died and 2 other including a child injured due to wall collapse,,IMD,
2306,2433,UEI-IMD-FL-1996-0116,12/7/1996,13-07-1996,1,severe flood,,"Coochbehar, Darjeeling and Jalpaiguri",West Bengal,,,,,100,,,,About 100 people died,"i)5,50,000 people affected while one lakh people rendered homeless ii)In Kalinpong, heavy damage to roads reported due to land slides. 18 houses collapsed",IMD,
2307,2434,UEI-IMD-FL-1996-0117,15-07-1996,21-07-1996,6,severe flood,,Dakshin Dinajpur,West Bengal,,,,,7,,,,7 persons died,,IMD,
2308,2435,UEI-IMD-FL-1996-0118,7/8/1996,7/8/1996,0,heavy rains,,Kolkata,West Bengal,,,,,,,,,,i)Normal life paralysed ii)Low lying areas flooded iii)Tram/Train services and road traffic in the suburbs affected,IMD,
2309,2436,UEI-IMD-FL-1996-0119,9/8/1996,10/8/1996,1,flash flood,,"Hooghly, Murshidabad and Nadia",West Bengal,,,,,2,,,,2 boys reported missing,"i)More than one lakh people marooned in Murshidabad while 10,000 people marooned in Nadia district ii)3 lakh people marooned in Hooghly district iii)2,000 mud-houses collapsed in Hooghly district",IMD,
2310,2437,UEI-IMD-FL-1996-0120,13-08-1996,15-08-1996,2,severe flood,,Nadia,West Bengal,,,,,,,,,,"i)Large area of Santipur flooded ii)25,000 people affected",IMD,
2311,2438,UEI-IMD-FL-1996-0121,21-08-1996,21-08-1996,0,heavy rains,,Kolkata,West Bengal,,,,,1,,,,1 person died,i)Normal life in city paralysed ii)Low lying areas flooded iii)Train services in Howrah and Sealdah divisions disrupted,IMD,
2312,2439,UEI-IMD-FL-1996-0122,27-08-1996,27-08-1996,0,severe flood,,Malda and Murshidabad,West Bengal,,,,,,,,,,"i)In Malda district, one lakh people affected and 1,940 houses washed away ii)In Murshidabad 1,43,000 people marooned and 6,000 houses collapsed",IMD,
2313,2440,UEI-IMD-FL-1996-0123,30-08-1996,30-08-1996,0,flash flood,,South 24 Parganas,West Bengal,,,,,,,,,,"More thab 20,000 people rendered homeless in Sunderban area",IMD,
2314,2441,UEI-IMD-FL-1996-0124,31-08-1996,31-08-1996,0,heavy rains,,Malda and Murshidabad,West Bengal,,,,,6,,,,6 persons died in Malda district,"i)4008 mud houses collapsed ii)More than 3 lakh people affected iii)In Murshidabad, 8,349 houses damaged",IMD,
2315,2442,UEI-IMD-FL-1996-0125,26-09-1996,27-09-1996,1,heavy rains,,Kolkata,West Bengal,,,,,1,,,,1 person drowned and 1 girl died,i)Low lying areas flooded ii)Vehicular traffic completely disrupted iii)One tree uprooted,IMD,
2316,2443,UEI-IMD-FL-1996-0126,27-09-1996,27-09-1996,0,heavy rains,,North 24 Parganas,West Bengal,,,,,,,,,,"i)500 houses destroyed ii)1000 ft, long embankment of Ichamati river breached",IMD,
2317,2444,UEI-IMD-FL-1996-0127,28-10-1996,29-10-1996,1,"heavy rains , severe flood",,"Kolkata and neighbourhood, Howrah, Medinipur, Nadia and North 24 Parganas",West Bengal,,,,,27,,,,i)2 persons died at Nadia ii)25 fishermen reported missing in Nadia,"i)16,000 people affected ii)90 house washed away iii)69 fishing trawlers, 22 country boats and 5 speed boats reported missing iv)80% paddy crop damaged in Howrah district",IMD,
2318,2445,UEI-IMD-FL-1996-0128,21-10-1996,21-10-1996,0,heavy rains,,Chandigarh,Punjab,,,,,,,,,,"i)Standing crop damaged ii)Harvested paddy and cotton crop affected iii)50,000 bags of paddy in Mandi badly affected",IMD,
2319,2446,UEI-IMD-FL-1996-0129,24-06-1996,24-06-1996,0,heavy rains,,Delhi,Delhi,,,,,2,,,,2 persons died due to wall collapse in Ambedkarnagar,,IMD,
2320,2447,UEI-IMD-FL-1996-0130,25-06-1996,25-06-1996,0,heavy rains,,Delhi,Delhi,,,,,8,,,,8 persons died in different incidents of roof/wall collapse and short circuing,,IMD,
2321,2448,UEI-IMD-FL-1997-0001,18-03-1997,18-03-1997,0,heavy rains,,Mahbubnagar,Andhra Pradesh,,,,,,,,,,"i)Extensive damaged to paddy, tomato and muibery crop spread over 1,000 acres reported ii)Mango trees uprooted iii)Local telephone exchange panel board burnt due to short circuit disrupting communication system iv)Total loss estimated worth Rs, 1 crore",IMD,
2322,2449,UEI-IMD-FL-1997-0002,8/9/1997,14-09-1997,6,heavy rains,,"Ananthapur, Chittoor, Guntur, Krishna, Kumool Nellore and Prakasam",Andhra Pradesh,,,,,44,,,,44 persons died,1500 families rendered homeless,IMD,
2323,2450,UEI-IMD-FL-1997-0003,22-09-1997,28-09-1997,6,heavy rains,,"Guntur, Hyderabad, Krishna, Prakasam, Visakhapatnam, West Godavari and East Godavari, Khammam and Nellore",Andhra Pradesh,,,,,32,,,326,i)32 persons died ii)326 cattle perished,"i)Thousands of people rendered homeless ii)39 tanks breached, 1470 houses damaged",IMD,
2324,2451,UEI-IMD-FL-1997-0004,22-10-1997,28-10-1997,6,flash flood,,Khammam and Nellore,Andhra Pradesh,,,,,9,,,,9 persons died,,IMD,
2325,2452,UEI-IMD-FL-1997-0005,22-11-1997,14-12-1997,22,severe flood,,"Chittor, Nellore and Prakasam",Andhra Pradesh,,,,,14,,,,14 persons died,"i)2,250 houses damaged ii)Breaches to roads and tanks reported iii)Paddy, groundnut, Chilly, blackgram and to-bacco crop in 22,100 hectares area of Prakasam district damaged",IMD,
2326,2453,UEI-IMD-FL-1997-0006,3/6/1997,3/6/1997,0,heavy rains,,Itanagar,Arunachal Pradesh,,,,,,,,,,Itanagar cut off from rest of the state due to landslides,IMD,
2327,2454,UEI-IMD-FL-1997-0007,18-06-1997,19-06-1997,1,flash flood,,Lower Subansiri,Arunachal Pradesh,,,,,8,,,,8 persons died,Road links at several places disrupted,IMD,
2328,2455,UEI-IMD-FL-1997-0008,17-05-1997,17-05-1997,0,heavy rains,,Sonitpur,Assam,,,,,,,,,,"i)In Tezpur, several houses damaged ii)Many trees/electric poles uprooted ",IMD,
2329,2456,UEI-IMD-FL-1997-0009,1/6/1997,1/6/1997,0,flash flood,,Dhemaji,Assam,,,,,,,,,,Road communication between Dhemaji and Jonai disrupted,IMD,
2330,2457,UEI-IMD-FL-1997-0010,10/6/1997,30-06-1997,20,severe floods,,"Barpeta, Dhemaji, Goalpara, Jorhat, Lakhimpur and Nalbari",Assam,,,,,1,,,,1 persosn died in Barpeta,"i)32,641 hectares of land affected ii)Population affected 92,332 iii)Road communication disrupted iv)Relief camps opened to provide succour to the affected people",IMD,
2331,2458,UEI-IMD-FL-1997-0011,5/7/1997,5/7/1997,0,flash flood,,Sonitpur,Assam,,,,,,,,,,3 villages in Dhekiajuli sub division inundated affecting 186 families,IMD,
2332,2459,UEI-IMD-FL-1997-0012,8/7/1997,21-07-1997,13,severe floods,,Almost 75% of the state,Assam,,,,,10,,,,10 persosnd died,i)3016 villages affected ii)Approx. 5.16 lakh hectares of the land affected iv)4770 houses damaged v)Road communication on National Highway Nos 52 & 53 affected,IMD,
2333,2460,UEI-IMD-FL-1997-0013,15-09-1997,28-09-1997,13,severe flood,,Dhemaji and Sonitpur,Assam,,,,,2,,,,2 persons died,i)240 villages inundated ii)Standing Sali crop and another 600 bighas of crop area damaged iii)Road communication between Dhemaji-Silapathar disrupted,IMD,
2334,2461,UEI-IMD-FL-1997-0014,29-09-1997,29-09-1997,0,moderate floods,,Cachar,Assam,,,,,,,,,,"i)Vast areas flooded, damaging standing crops ii)Roads linked between Silchar - Imphal and Silchar - Badarpur disrupted",IMD,
2335,2462,UEI-IMD-FL-1997-0015,2/7/1997,2/7/1997,0,heavy rains,,Madhubani,Bihar,,,,,,,,,,i)Telephone wires snapped at amny places ii)Electric supply disrupted iii)Paddy crop damaged,IMD,
2336,2463,UEI-IMD-FL-1997-0016,18-07-1997,18-07-1997,0,flash flood,,"Katihar, Muzaffarpur, Sitamarhi and Siwan",Bihar,,,,,15,,,,15 persons washed away,Crop in 6000 hectares affected,IMD,
2337,2464,UEI-IMD-FL-1997-0017,21-07-1997,21-07-1997,0,heavy rains,,Patna,Bihar,,,,,5,,,,5 persons died due to wall collapse at Patna Medical college,,IMD,
2338,2465,UEI-IMD-FL-1997-0018,1/8/1997,21-08-1997,20,severe flood,,Entire State,Bihar,,,,,65,,,,65 persons reported dead,i)55 lakh inhabiants in 20 districts affected ii)Standing crop destroyed iii)Many houses collapsed,IMD,
2339,2466,UEI-IMD-FL-1997-0019,22-06-1997,28-06-1997,6,severe flood,,"Ahmedabad, Banaskantha, Bharuch, Kheda, Mehsanan, Panchmahals, Sabarkantha, Surat, Surendranagar",Gujarat,,,,,172,,,,172 persons died,"i)30,000 people evacuated to safer places ii)Road communication disrupted iii)1615 houses and 14,685 huts destroyed iv)Estimated loss Rs. 550 crore reported",IMD,
2340,2467,UEI-IMD-FL-1997-0020,27-07-1997,27-07-1997,0,severe flood,,"Bharuch, Sabarkantha and Vadodara",Gujarat,,,,,,,,,,"6,000 people and 4500 cattleheads shifted to safer places",IMD,
2341,2468,UEI-IMD-FL-1997-0021,7/8/1997,7/8/1997,0,heavy rains,,Kheda,Gujarat,,,,,5,,,,5 persons died,,IMD,
2342,2469,UEI-IMD-FL-1997-0022,25-08-1997,25-08-1997,0,heavy rains,,Ahmedabad,Gujarat,,,,,10,,,,10 persons died,"10,000 people shifted to safer places",IMD,
2343,2470,UEI-IMD-FL-1997-0023,26-08-1997,28-08-1997,2,heavy rains,,"Ahmedabad, Gandhinagar, Kheda, Sabarkantha, Surat, Vadodara, Valsad",Gujarat,,,,,25,,,,25 persons died,"10,000 people evacuated to safer places",IMD,
2344,2471,UEI-IMD-FL-1997-0024,9/12/1997,9/12/1997,0,heavy rains,,Yamunanagar,Haryana,,,,,1,,,,1 employee of telecom department electrocuted,,IMD,
2345,2472,UEI-IMD-FL-1997-0025,2/8/1997,2/8/1997,0,heavy rains,,Chamba,Himachal Pradesh,,,,,8,,,150,i)4 persons died ad 150 sheep killed due to landslide at Bharmour ii)4 jawans drowned in Beas river,,IMD,
2346,2473,UEI-IMD-FL-1997-0026,3/8/1997,3/8/1997,0,heavy rains,,i)Lahaul and Spiti ii)Shimla,Himachal Pradesh,,,,,3,,,,"1 killed in a landslide in Udaipur area, 2 persons washed away in Nahan",Landslide reported,IMD,
2347,2474,UEI-IMD-FL-1997-0027,11/8/1997,12/8/1997,1,flash flood,,Kinnaur and Shimla,Himachal Pradesh,,,,,140,,,,140 persons feared killed due to cloud burst,"i)Equipment like tankers, jeeps of Nathpa-Jhakri Power Corporation Hydro-Electric project swept away ii)Property worth crores of rupees destroyed iii)One hundred houses destroyed due to landslides",IMD,
2348,2475,UEI-IMD-FL-1997-0028,29-08-1997,29-08-1997,0,heavy rains,,Kullu,Himachal Pradesh,,,,,,,,,,"i)In Manali, several villages flooded ii)Manali-Leh highway blocked ",IMD,
2349,2476,UEI-IMD-FL-1997-0029,10/11/1997,10/11/1997,0,heavy rains,,Lahaul and Spiti,Himachal Pradesh,,,,,,,,,,i)Several villages flooded ii)Manali-Leh highway blocked and 21 passenger buses stranded,IMD,
2350,2477,UEI-IMD-FL-1997-0030,22-08-1997,28-08-1997,6,moderate floods,,Kashmir Valley,Jammu and Kashmir,,,,,48,,,"4,809",i)48 persons died due to flood and house collapsed ii)474 cattleheads perished,i)Jammu-Srinagar 300 km road blocked for vehicular traffic and passengers were stranded due to landslides ii)Road communication disrupted,IMD,
2351,2478,UEI-IMD-FL-1997-0031,30-04-1997,1/5/1997,1,heavy rains,,Raichur,Karnataka,,,,,3,,,,3 persons died,,IMD,
2352,2479,UEI-IMD-FL-1997-0032,13-05-1997,13-05-1997,0,heavy rains,,Mysore,Karnataka,,,,,,6,,,6 persons injured,,IMD,
2353,2480,UEI-IMD-FL-1997-0033,27-06-1997,27-06-1997,0,heavy rains,,Kodagu,Karnataka,,,,,1,,,,1 person died due to wall collapse,,IMD,
2354,2481,UEI-IMD-FL-1997-0034,10/7/1997,26-07-1997,16,heavy rains,,Dakshina Kannada,Karnataka,,,,,10,,,,10 persons died,"i)15 houses collapsed ii)39 houses partially damaged iii)10 hectares of agricultural land submerged iv)1,139 km road damaged v)76 bridges damaged vi)Total estimated loss of Rs 9.22 crore reported",IMD,
2355,2482,UEI-IMD-FL-1997-0035,1/10/1997,1/10/1997,0,heavy rains,,Bengaluru,Karnataka,,,,,4,20,,,4 persons died and 20 other injured,i)Low lying areas inundated ii)Several huts in Slum area swept away,IMD,
2356,2483,UEI-IMD-FL-1997-0036,4/10/1997,4/10/1997,0,flash flood,,Dharwad,Karnataka,,,,,6,3,,,6 persons washed away and 3 injured in flash flood near Tadahala - Navalgund,,IMD,
2357,2484,UEI-IMD-FL-1997-0037,27-10-1997,27-10-1997,0,heavy rains,,Chilkmagalur,Karnataka,,,,,2,,,,2 persons died,i)Estimated loss Rs. 1.4 crores reported ii)10 houses damaged iii)Standing crop destroyed in several places around the city,IMD,
2358,2485,UEI-IMD-FL-1997-0038,24-10-1997,27-10-1997,3,heavy rains,,Shimoga,Karnataka,,,,,,,,,,i)Many houses damaged ii)Standing as well as harvested crop destroyed iii)Property worth lakhs of rupees destroyed,IMD,
2359,2486,UEI-IMD-FL-1997-0039,26-11-1997,26-11-1997,0,heavy rains,,Mysore,Karnataka,,,,,,,,,,i)Low lying areas inundated ii)Normal life disrupted iii)Damage to crops reported,IMD,
2360,2487,UEI-IMD-FL-1997-0040,7/5/1997,7/5/1997,0,heavy rains,,Kottayam,Kerala,,,,,,,,,,i)Damage to property reported ii)Road traffic disrupted due to landslide iii)Loss of vegetables reported,IMD,
2361,2488,UEI-IMD-FL-1997-0041,30-06-1997,30-06-1997,0,heavy rains,,Ernakulam,Kerala,,,,,,,,,,i)Normal life disrupted ii)Rail traffic disrupted following heavy water iii)250 families shidted to safer places,IMD,
2362,2489,UEI-IMD-FL-1997-0042,1/7/1997,12/7/1997,11,heavy rains,,"Kannur, Kasaragode, Kottayam, Kozhikode, Malappuram and Thiruvananthapuram",Kerala,,,,,30,,,,30 persons died,Logging of tracks between Aluwa - Ernakulam. Estimated loss to property worth crores of rupees reported,IMD,
2363,2490,UEI-IMD-FL-1997-0043,20-07-1997,24-07-1997,4,heavy rains,,Idukki and Kottayam,Kerala,,,,,18,,,,i)18 villagers including 5 women buried alive in massive landslide at Mannankandom ii)Many persons injured,i)Landslides reported ii)Widespread damage to property and agriculture reported,IMD,
2364,2491,UEI-IMD-FL-1997-0044,24-07-1997,26-07-1997,2,heavy rains,,Alappuzha and Malappuram,Kerala,,,,,,3,,,3 persons injured in Poyikavu area,i)56 houses fully and 2654 partially damaged ii)Damage to agricultural land and property reported,IMD,
2365,2492,UEI-IMD-FL-1997-0045,8/8/1997,10/8/1997,2,heavy rains,,"Malappuram, Thiruvananthapuram and Thrissur",Kerala,,,,,,,,,,6 houses collapsed,IMD,
2366,2493,UEI-IMD-FL-1997-0046,12/9/1997,12/9/1997,0,heavy rains,,Kottayam,Kerala,,,,,,,,,,i)Landslides reported ii)Widespread damage to property and agriculture reported iii)Road at Moonnilavu Panchayat washed away,IMD,
2367,2494,UEI-IMD-FL-1997-0047,22-09-1997,22-09-1997,0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,i)Number of houses collapsed ii)Damage to agriculture and property reported at Vamanapuram,IMD,
2368,2495,UEI-IMD-FL-1997-0048,3/11/1997,11/11/1997,8,heavy rains,,"Alappuzha, Idukki, Kottayam, Malappuram and Pathanamthitta",Kerala,,,,,7,2,,,7 persons died and 2 other injured,i)Trees/electricity/telephone lines uprooted ii)Damage to many houses reported,IMD,
2369,2496,UEI-IMD-FL-1997-0049,28-11-1997,28-11-1997,0,heavy rains,,Idukki,Kerala,,,,,,,,,,i)One bridge collapsed ii)Damage to agriculture reported,IMD,
2370,2497,UEI-IMD-FL-1997-0050,16-12-1997,16-12-1997,0,heavy rains,,Ernakulam,Kerala,,,,,2,,,,2 children died,One house collapsed,IMD,
2371,2498,UEI-IMD-FL-1997-0051,23-08-1997,24-08-1997,1,"flash flood, heavy rain",,"Balaghat, Bhopal and West Nimar",Madhya Pradesh,,,,,5,,,,"3 person died, 1 person died in a house collapse, 1 person died at Khargone",,IMD,
2372,2499,UEI-IMD-FL-1997-0052,12/1/1997,12/1/1997,0,heavy rains,,Nashik,Maharastra,,,,,,,,,,"i)Several trees uprooted ii)Standing crop like grapes, onion, pommegranates affected",IMD,
2373,2500,UEI-IMD-FL-1997-0053,17-01-1997,17-01-1997,0,heavy rains,,Nashik,Maharastra,,,,,1,,,,1 old woman electrocuted in Sindkhed taluk ii)Several cattleheads perished,Damage to some houses and to standing crop worth Rs. 2 crores reported,IMD,
2374,2501,UEI-IMD-FL-1997-0054,2/4/1997,2/4/1997,0,heavy rains,,Nashik,Maharastra,,,,,1,,,,One 6 year old boy swept away in Godavari river,"i)Normal life paralysed ii)Extensive damage to standing crop, onion, grapes and vegetables reported",IMD,
2375,2502,UEI-IMD-FL-1997-0055,25-04-1997,25-04-1997,0,heavy rains,,Pune,Maharastra,,,,,5,,,,5 person including 3 children died,i)Electric supply disrupted in Khed tehsil ii)Many houses damaged iii)Many trees uprooted iv)Estimated loss worth Rs. 63 lakhs reported v)Tin roofs flown away vi)Asbestos roofs crushed due to hail vii)Road communication disrupted,IMD,
2376,2503,UEI-IMD-FL-1997-0056,11/6/1997,11/6/1997,0,heavy rains,,Pune,Maharastra,,,,,,,,,,i)Electric supply disrupted ii)Water logging at some places in Pune city iii)Train services delayed,IMD,
2377,2504,UEI-IMD-FL-1997-0057,14-06-1997,14-06-1997,0,"heavy rains, flash flood",,"Jalgaon, Satara, Jalna",Maharastra,,,,,2,,,,2 women swept away in Patan,"Thatched houses damaged, many trees uprooted, electricity supply disrupted, Power supply of wires disrupted due to snapping",IMD,
2378,2505,UEI-IMD-FL-1997-0058,17-06-1997,17-06-1997,0,heavy rains,,Pune,Maharastra,,,,,,,,,,One temporary bridge damaged,IMD,
2379,2506,UEI-IMD-FL-1997-0059,18-06-1997,23-06-1997,5,heavy rains,,"Mumbai city, Mumbai (Sub) and Thane",Maharastra,,,,,16,24,,,16 persons died and 24 injured at different places due to landslide/uprooting of trees/blown off roof-tops of houses,i)150 houses badly damaged ii)Telephone services disrupted,IMD,
2380,2507,UEI-IMD-FL-1997-0060,21-06-1997,21-06-1997,0,heavy rains,,Mumbai (Sub),Maharastra,,,,,1,6,,,1 person died and 6 other injured due to landslide at Ghatkopar,,IMD,
2381,2508,UEI-IMD-FL-1997-0061,29-06-1997,29-06-1997,0,heavy rains,,"Mumbai city, Pune",Maharastra,,,,,1,8,,,1 persosn died and 8 other injured due to building collapse,"15 poles uprooted wires snapped off, disrupting telephone services in Purandar, Neera, Walhe, Vir and Parinche areas",IMD,
